适用的包,类目名称,cateId
类目公域行为,美发护发/假发>假发>直发片,50023289
类目公域行为,美发护发/假发>男士个人护理,127668025
类目公域行为,美发护发/假发>男士个人护理>男士头皮护理,127660031
类目公域行为,美发护发/假发>男士个人护理>男士洗发水,127668028
类目公域行为,美发护发/假发>男士个人护理>男士造型,127656029
类目公域行为,美发护发/假发>染发烫发,50023294
类目公域行为,美发护发/假发>染发烫发>补发笔/发际线粉,201858601
类目公域行为,美发护发/假发>染发烫发>彩染,50023326
类目公域行为,美发护发/假发>染发烫发>短效染发剂,201167901
类目公域行为,美发护发/假发>染发烫发>盖白,201843906
类目公域行为,美发护发/假发>染发烫发>漂发剂,201847304
类目公域行为,美发护发/假发>染发烫发>其它染发烫发产品,50023328
类目公域行为,美发护发/假发>染发烫发>烫发水,50023327
类目公域行为,美发护发/假发>头发护理,127692023
类目公域行为,美发护发/假发>头发护理>发膜/蒸汽发膜/焗油膏,201307623
类目公域行为,美发护发/假发>头发护理>护发精华/喷雾/次抛/安瓶,201168001
类目公域行为,美发护发/假发>头发护理>护发精油,127738001
类目公域行为,美发护发/假发>头发护理>护发素,201310704
类目公域行为,美发护发/假发>头发护理>其它护发,121410029
类目公域行为,美发护发/假发>头发清洁,201853303
类目公域行为,美发护发/假发>头发清洁>免洗洗发水/喷雾,201858401
类目公域行为,美发护发/假发>头发清洁>洗发水,121396029
类目公域行为,美发护发/假发>头发清洁>洗护套装/礼盒,121476023
类目公域行为,美发护发/假发>头发造型（新）,201858201
类目公域行为,美发护发/假发>头发造型（新）>定型喷雾,201857802
类目公域行为,美发护发/假发>头发造型（新）>发胶/发泥/发蜡,50023293
类目公域行为,美发护发/假发>头发造型（新）>摩丝/啫喱,50016885
类目公域行为,美发护发/假发>头皮护理,201847006
类目公域行为,美发护发/假发>头皮护理>头皮精油/精华,127736001
类目公域行为,美发护发/假发>头皮护理>头皮磨砂膏,201858701
类目公域行为,美发护发/假发>洗发护发,50023292
类目公域行为,美容护肤/美体/精油>T区护理（新）,121408009
类目公域行为,美容护肤/美体/精油>T区护理（新）>T区护理套装,121450012
类目公域行为,美容护肤/美体/精油>T区护理（新）>鼻贴,121402005
类目公域行为,美容护肤/美体/精油>T区护理（新）>黑头导出液,121388012
类目公域行为,美容护肤/美体/精油>唇部护理,50011994
类目公域行为,美容护肤/美体/精油>唇部护理（新）,121448009
类目公域行为,美容护肤/美体/精油>唇部护理（新）>唇部护理套装,121454017
类目公域行为,美容护肤/美体/精油>唇部护理（新）>唇部精华,121456011
类目公域行为,美容护肤/美体/精油>唇部护理（新）>唇部磨砂,121476007
类目公域行为,美容护肤/美体/精油>唇部护理（新）>唇膜,121366015
类目公域行为,美容护肤/美体/精油>唇部护理（新）>润唇膏,121418013
类目公域行为,美容护肤/美体/精油>唇部护理（新）>润唇啫喱,121392016
类目公域行为,美容护肤/美体/精油>防晒（新）,201173303
类目公域行为,美容护肤/美体/精油>防晒（新）>防晒膏/防晒粉末,201744402
类目公域行为,美容护肤/美体/精油>防晒（新）>防晒喷雾,201171302
类目公域行为,美容护肤/美体/精油>防晒（新）>防晒霜,50011982
类目公域行为,美容护肤/美体/精油>化妆水/爽肤水,50011978
类目公域行为,美容护肤/美体/精油>洁面,50011977
类目公域行为,美容护肤/美体/精油>精油芳疗,50011992
类目公域行为,美容护肤/美体/精油>精油芳疗>单方精油,50011999
类目公域行为,美容护肤/美体/精油>精油芳疗>复方精油,50012000
类目公域行为,美容护肤/美体/精油>精油芳疗>基底精油,50012001
类目公域行为,美容护肤/美体/精油>精油芳疗>手工皂/精油皂,50012004
类目公域行为,美容护肤/美体/精油>精油芳疗>精油芳疗用具>面霜罐,121408012
类目公域行为,美容护肤/美体/精油>颈部护理,201845606
类目公域行为,美容护肤/美体/精油>颈部护理>颈膜,121458012
类目公域行为,美容护肤/美体/精油>颈部护理>颈霜,121388016
类目公域行为,美容护肤/美体/精油>局部护理,201848908
类目公域行为,美容护肤/美体/精油>局部护理>除毛凝胶,121400010
类目公域行为,美容护肤/美体/精油>局部护理>爽身粉/痱子粉,121450013
类目公域行为,美容护肤/美体/精油>局部护理>脱毛膏,121474011
类目公域行为,美容护肤/美体/精油>局部护理>止汗露,121392015
类目公域行为,美容护肤/美体/精油>旅行装/体验装,125178006
类目公域行为,美容护肤/美体/精油>面部按摩霜,50011996
类目公域行为,美容护肤/美体/精油>面部护理套装,50011993
类目公域行为,美容护肤/美体/精油>面部精华（新）,201174001
类目公域行为,美容护肤/美体/精油>面部精华（新）>安瓶/原液,201168604
类目公域行为,美容护肤/美体/精油>面部精华（新）>粉状精华,201173503
类目公域行为,美容护肤/美体/精油>面部精华（新）>精华油,201750001
类目公域行为,美容护肤/美体/精油>面部精华（新）>液态精华,50011979
类目公域行为,美容护肤/美体/精油>面部磨砂/去角质,50011997
类目公域行为,美容护肤/美体/精油>面膜/面膜粉,50011981
类目公域行为,美容护肤/美体/精油>面膜（新）,121390006
类目公域行为,美容护肤/美体/精油>面膜（新）>贴片面膜,121474010
类目公域行为,美容护肤/美体/精油>面膜（新）>涂抹面膜,121408011
类目公域行为,美容护肤/美体/精油>男士护理,50011988
类目公域行为,美容护肤/美体/精油>男士面部护理,121368010
类目公域行为,美容护肤/美体/精油>男士面部护理>男士唇部磨砂膏,121364026
类目公域行为,美容护肤/美体/精油>男士面部护理>男士防晒乳霜,121458034
类目公域行为,美容护肤/美体/精油>男士面部护理>男士护理套装,121404031
类目公域行为,美容护肤/美体/精油>男士面部护理>男士洁面,121452027
类目公域行为,美容护肤/美体/精油>男士面部护理>男士面部精华,121756003
类目公域行为,美容护肤/美体/精油>男士面部护理>男士面部磨砂膏,121850007
类目公域行为,美容护肤/美体/精油>男士面部护理>男士面部乳霜,121410035
类目公域行为,美容护肤/美体/精油>男士面部护理>男士面膜,121426033
类目公域行为,美容护肤/美体/精油>男士面部护理>男士喷雾,121386035
类目公域行为,美容护肤/美体/精油>男士面部护理>男士润唇膏,121398029
类目公域行为,美容护肤/美体/精油>男士面部护理>男士爽肤水,121392037
类目公域行为,美容护肤/美体/精油>男士面部护理>男士剃须膏,121482026
类目公域行为,美容护肤/美体/精油>男士面部护理>男士须后水,121414041
类目公域行为,美容护肤/美体/精油>男士面部护理>男士眼部精华,121408040
类目公域行为,美容护肤/美体/精油>男士面部护理>男士眼部美容胶,121476035
类目公域行为,美容护肤/美体/精油>男士面部护理>男士眼膜,121460030
类目公域行为,美容护肤/美体/精油>男士面部护理>男士眼霜,121848006
类目公域行为,美容护肤/美体/精油>男士面部护理>男士止汗露,121392036
类目公域行为,美容护肤/美体/精油>男士身体护理,201691502
类目公域行为,美容护肤/美体/精油>男士身体护理>男士沐浴露,121366036
类目公域行为,美容护肤/美体/精油>男士身体护理>男士身体磨砂膏,121412033
类目公域行为,美容护肤/美体/精油>男士身体护理>男士身体乳,121394025
类目公域行为,美容护肤/美体/精油>其他保养,50011991
类目公域行为,美容护肤/美体/精油>乳液/面霜,50011980
类目公域行为,美容护肤/美体/精油>身体护理,50011983
类目公域行为,美容护肤/美体/精油>身体护理（新）,121466009
类目公域行为,美容护肤/美体/精油>身体护理（新）>身体护理套装/礼盒,121484012
类目公域行为,美容护肤/美体/精油>身体护理（新）>身体护理油,121422012
类目公域行为,美容护肤/美体/精油>身体护理（新）>身体喷雾,121368014
类目公域行为,美容护肤/美体/精油>身体护理（新）>身体乳/霜,121396013
类目公域行为,美容护肤/美体/精油>身体护理（新）>纤体>纤体霜/凝露,124768010
类目公域行为,美容护肤/美体/精油>身体清洁(新）,201850303
类目公域行为,美容护肤/美体/精油>身体清洁(新）>沐浴露,121386011
类目公域行为,美容护肤/美体/精油>身体清洁(新）>沐浴油,201858801
类目公域行为,美容护肤/美体/精油>身体清洁(新）>身体磨砂,121366014
类目公域行为,美容护肤/美体/精油>身体清洁(新）>身体皂,121434014
类目公域行为,美容护肤/美体/精油>身体清洁(新）>浴盐/浴液,121470011
类目公域行为,美容护肤/美体/精油>手部保养,50011998
类目公域行为,美容护肤/美体/精油>手部保养（新）,121390007
类目公域行为,美容护肤/美体/精油>手部保养（新）>护手霜,121452007
类目公域行为,美容护肤/美体/精油>手部保养（新）>手部保养套装,121402008
类目公域行为,美容护肤/美体/精油>手部保养（新）>手部磨砂,121472008
类目公域行为,美容护肤/美体/精油>手部保养（新）>手膜,121368013
类目公域行为,美容护肤/美体/精油>手部保养（新）>指甲修护乳/霜,121434013
类目公域行为,美容护肤/美体/精油>卸妆,50011990
类目公域行为,美容护肤/美体/精油>胸部护理（新）,121366011
类目公域行为,美容护肤/美体/精油>胸部护理（新）>丰胸乳霜,121388013
类目公域行为,美容护肤/美体/精油>胸部护理（新）>美胸精华,121460006
类目公域行为,美容护肤/美体/精油>眼部护理,50011986
类目公域行为,美容护肤/美体/精油>眼部护理（新）,121454013
类目公域行为,美容护肤/美体/精油>眼部护理（新）>眼部护理套装,121410013
类目公域行为,美容护肤/美体/精油>眼部护理（新）>眼部精华,121422013
类目公域行为,美容护肤/美体/精油>眼部护理（新）>眼胶,121472009
类目公域行为,美容护肤/美体/精油>眼部护理（新）>眼膜,121468012
类目公域行为,美容护肤/美体/精油>眼部护理（新）>眼霜,121484013
类目公域行为,美容护肤/美体/精油>足部护理,122430002
类目公域行为,美容护肤/美体/精油>足部护理>足膜,122646001
类目公域行为,美容护肤/美体/精油>足部护理>足霜,121424012
类目公域行为,美容护肤/美体/精油>足部护理>足贴,121412012
类目公域行为,美容美体仪器>电子美容仪（器械）,50005002
类目公域行为,美容美体仪器>口腔电子/智能产品,200532010
类目公域行为,美容美体仪器>口腔电子/智能产品>口腔护理设备礼盒,50024627
类目公域行为,美容美体仪器>美容/美体辅助工具,126766002
类目公域行为,美容美体仪器>美容/美体辅助工具>电动修眉刀,50004998
类目公域行为,美容美体仪器>美容/美体辅助工具>睫毛卷烫器,50004999
类目公域行为,美容美体仪器>面部美容仪,126770001
类目公域行为,美容美体仪器>面部美容仪>LED/光类美容仪,201272371
类目公域行为,美容美体仪器>面部美容仪>电子美容仪（非器械）,202090304
类目公域行为,美容美体仪器>面部美容仪>洁面仪,50004396
类目公域行为,美容美体仪器>面部美容仪>美眼仪,124178011
类目公域行为,美容美体仪器>女士脱毛/剃毛器,350202
类目公域行为,美容美体仪器>仪器配件,126766001
类目公域行为,美容美体仪器>仪器配件>其它面部美容工具配件,50011881
类目公域行为,模玩/动漫/周边/娃圈三坑/桌游>卡通/动漫周边,122680006
类目公域行为,模玩/动漫/周边/娃圈三坑/桌游>卡通/动漫周边>动漫水杯/居家/百货,122678005
类目公域行为,模玩/动漫/周边/娃圈三坑/桌游>影视/明星周边,124462006
类目公域行为,男装>T恤,50000436
类目公域行为,男装>常规马甲,201403301
类目公域行为,女士内衣/男士内衣/家居服>乳贴,50008889
类目公域行为,其他>其它,50011150
类目公域行为,其他>赠品,50023728
类目公域行为,生活电器>除味/除臭器,201241501
类目公域行为,生活电器>户外风扇/移动风扇,201830203
类目公域行为,饰品/流行首饰/时尚饰品新>摆件,50013877
类目公域行为,饰品/流行首饰/时尚饰品新>发饰,50013878
类目公域行为,收纳整理>家庭收纳用具,122964001
类目公域行为,收纳整理>家庭收纳用具>口红收纳包/盒/袋,201267791
类目公域行为,收纳整理>家庭收纳用具>收纳包>化妆包,50023169
类目公域行为,收纳整理>家庭收纳用具>收纳袋>饭盒袋,50012076
类目公域行为,收纳整理>家庭收纳用具>收纳袋>购物袋/环保袋/帆布袋,50012075
类目公域行为,收纳整理>家庭收纳用具>收纳袋>其他收纳袋,50025937
类目公域行为,水产肉类/新鲜蔬果/熟食>熟食/卤味/即食菜,50050643
类目公域行为,水产肉类/新鲜蔬果/熟食>熟食/卤味/即食菜>猪蹄/猪肘/猪肉类熟食,50025700
类目公域行为,天猫零售O2O>贩卖机,127110008
类目公域行为,天猫零售O2O>贩卖机>美妆,127074010
类目公域行为,天猫零售O2O>美妆,127086009
类目公域行为,文具电教/文化用品/商务用品>笔类/书写工具,50012716
类目公域行为,文具电教/文化用品/商务用品>笔类/书写工具>替芯/铅芯,50012751
类目公域行为,文具电教/文化用品/商务用品>画具/画材用品,50024641
类目公域行为,文具电教/文化用品/商务用品>画具/画材用品>彩铅,201613802
类目公域行为,文具电教/文化用品/商务用品>日常学习用品,50005757
类目公域行为,文具电教/文化用品/商务用品>日常学习用品>卷笔器,50005122
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>成年人护理用品,201306213
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>成年人护理用品>成年人纸尿片,201572819
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>口腔护理,50448024
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>口腔护理>口腔护理套装/礼盒,125076027
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>口腔护理>口腔清新剂,121466033
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>口腔护理>牙膏,213203
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理,50448025
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>洁面皂/洁面产品,50024975
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>面膜,50452018
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>其它面部清洁/护理产品,50442021
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>乳液/面霜,50458019
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>润唇膏,50022682
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>爽肤水,50022676
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>剃须啫喱/剃须膏/剃须泡,50022680
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>眼部护理精华,121414038
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>眼部护理套装,121448025
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面部清洁/护理>眼霜,121408035
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>面膜/眼膜,50022679
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>其他洗护清洁用品,50022674
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>其它,50460022
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理,50456019
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>防晒霜,50022681
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>护手霜,50022677
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>护足霜,50022678
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>花露水,121392011
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>身体磨砂膏/去角质膏,50024983
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>身体乳液,50022686
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体护理>爽身粉,121448008
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁,50458018
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁>沐浴露,213205
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁>泡澡花瓣,121392029
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁>泡澡药包,121464023
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁>洗手液,50012923
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁>香皂,50024980
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>身体清洁>浴液,121470030
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>头发清洁/护理/造型,50464015
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>头发清洁/护理/造型>发膜/护发产品,50024999
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>头发清洁/护理/造型>护发素,50016883
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>头发清洁/护理/造型>其它头发清洁/护理产品,50440020
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>头发清洁/护理/造型>洗发水,213202
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>头发清洁/护理/造型>洗护套装,50466023
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>卫生巾/私处护理,50016889
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>卫生巾/私处护理>护垫,50012476
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>卫生巾/私处护理>卫生巾,50012475
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>卫生巾/私处护理>卫生棉条,50464014
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>香薰用品,2165
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香薰蜡烛,50021853
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>香薰用品>香薰喷雾剂,201234602
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>衣物鞋包清洁剂/护理剂,50018975
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>衣物鞋包清洁剂/护理剂>常用清洁剂>常规洗衣液,50018977
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>衣物鞋包清洁剂/护理剂>常用清洁剂>洗衣皂,50018981
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾,50012473
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾>护理用纸>棉柔巾/洗脸巾,127692024
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾>生活用纸>吸油纸/膜,50020218
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾>湿巾用品>常规湿巾,50010895
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾>湿巾用品>提神/降温/凉感湿巾,201927701
类目公域行为,洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾>湿巾用品>卸妆湿巾,201836605
类目公域行为,鲜花速递/花卉仿真/绿植园艺>花艺包装/材料,290503
类目公域行为,鲜花速递/花卉仿真/绿植园艺>花艺包装/材料>花泥,202060206
类目公域行为,鲜花速递/花卉仿真/绿植园艺>婚礼鲜花布置,50009339
类目公域行为,鲜花速递/花卉仿真/绿植园艺>婚礼鲜花布置>其它,50009344
类目公域行为,鲜花速递/花卉仿真/绿植园艺>鲜花速递(同城),290501
类目公域行为,鲜花速递/花卉仿真/绿植园艺>园艺用品,50007010
类目公域行为,鲜花速递/花卉仿真/绿植园艺>园艺用品>园艺手套,50015188
类目公域行为,箱包皮具/热销女包/男包>女士包袋新,201800202
类目公域行为,箱包皮具/热销女包/男包>女士包袋新>手拿包,201802101
类目公域行为,箱包皮具/热销女包/男包>女士包袋新>水桶包,201801601
类目公域行为,箱包皮具/热销女包/男包>女士包袋新>通用款女包,50012010
类目公域行为,医疗器械>保健理疗,50023748
类目公域行为,医疗器械>多功能皮肤美容仪,201328301
类目公域行为,医疗器械>口腔检查／护理／治疗器械,201153609
类目公域行为,隐形眼镜/护理液>软镜护理液,50023752
类目公域行为,婴童洗护>清洁液/洗衣液/柔顺剂,50012466
类目公域行为,婴童洗护>清洁液/洗衣液/柔顺剂>宝宝洗手液,50014741
类目公域行为,婴童洗护>驱蚊用品,121388024
类目公域行为,婴童洗护>驱蚊用品>防蚊水,122766001
类目公域行为,婴童洗护>婴童护肤,201312202
类目公域行为,婴童洗护>婴童护肤>护手霜,201785002
类目公域行为,婴童洗护>婴童护肤>润肤乳,121478012
类目公域行为,婴童洗护>婴童护肤>爽身粉 /痱子粉/爽身水,50014255
类目公域行为,婴童洗护>婴童护肤>婴童防晒,50014258
类目公域行为,婴童洗护>婴童护肤>婴童护唇/润唇,50014249
类目公域行为,婴童洗护>婴童护肤>婴童乳液/面霜,201168003
类目公域行为,婴童洗护>婴童洗浴,50014248
类目公域行为,婴童洗护>婴童洗浴>沐浴乳/沐浴露,50014259
类目公域行为,婴童洗护>婴童洗浴>洗发水,121426020
类目公域行为,婴童用品>清洁护理小用品,50012436
类目公域行为,婴童用品>清洁护理小用品>安全梳子/刷子,50014844
类目公域行为,婴童用品>清洁护理小用品>理发围布,50016471
类目公域行为,孕妇装/孕产妇用品/营养>待产用品,50006000
类目公域行为,孕妇装/孕产妇用品/营养>待产用品>产妇卫生巾,121414004
类目公域行为,孕妇装/孕产妇用品/营养>月子营养,50026471
类目公域行为,孕妇装/孕产妇用品/营养>月子营养>月子食品/滋补品,50026472
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹,50026457
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>防晒/隔离,50026443
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>面部精华,50026440
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>乳液/面霜,50026441
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>孕产妇美护发用品,122476001
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>孕产妇洗护清洁用品,121470034
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>身体护理（新）>其他身体护理,121364022
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>手部护理（新）>其他手部护理,121398027
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>眼部护理（新）>眼膜,121408031
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇营养品,50026460
类目公域行为,孕妇装/孕产妇用品/营养>孕产妇营养品>其它,50026470
类目公域行为,运动/瑜伽/健身/球迷用品>高尔夫,50017776
类目公域行为,运动/瑜伽/健身/球迷用品>高尔夫>高尔夫上装,50017782
类目公域行为,珠宝/钻石/翡翠>天然珍珠（新）,121418029
类目公域行为,珠宝/钻石/翡翠>天然珍珠（新）>其他海水珍珠>其他,202155133
